村里,總統票總數,柯文哲,賴清德,侯友宜
臺中市沙鹿區沙鹿里,629,131,318,180
臺南市楠西區照興里,611,131,240,240
高雄市苓雅區城西里,517,131,225,161
高雄市梓官區同安里,676,131,404,141
宜蘭縣大同鄉崙埤村,435,131,33,271
苗栗縣後龍鎮外埔里,547,131,178,238
苗栗縣西湖鄉五湖村,494,131,109,254
彰化縣二林鎮萬興里,502,131,173,198
南投縣草屯鎮中正里,467,131,170,166
雲林縣口湖鄉謝厝村,609,131,336,142
嘉義縣朴子市博厚里,627,131,289,207
屏東縣潮州鎮興美里,581,131,309,141
屏東縣高樹鄉新豐村,898,131,525,242
屏東縣竹田鄉大湖村,800,131,456,213
基隆市中山區西定里,591,131,240,220
新竹市東區竹蓮里,485,131,218,136
新竹市東區中正里,395,131,158,106
桃園市大溪區永福里,648,130,368,150
高雄市鼓山區寶樹里,788,130,444,214
高雄市新興區新江里,680,130,362,188
宜蘭縣蘇澳鎮南安里,609,130,283,196
宜蘭縣三星鄉行健村,641,130,356,155
新竹縣竹東鎮柯湖里,422,130,120,172
苗栗縣西湖鄉三湖村,582,130,144,308
彰化縣溪湖鎮湳底里,465,130,190,145
南投縣鹿谷鄉竹豐村,602,130,180,292
屏東縣南州鄉萬華村,639,130,339,170
屏東縣南州鄉壽元村,672,130,441,101
臺東縣池上鄉福文村,586,130,173,283
新北市新店區廣興里,837,129,450,258
臺中市新社區慶西里,596,129,281,186
高雄市鼓山區維生里,800,129,466,205
高雄市左營區祥和里,442,129,56,257
高雄市橋頭區橋南里,779,129,447,203
高雄市茄萣區嘉泰里,704,129,422,153
苗栗縣卓蘭鎮苗豐里,494,129,198,167
彰化縣彰化市富貴里,589,129,265,195
彰化縣北斗鎮新政里,521,129,204,188
雲林縣斗南鎮石龜里,531,129,247,155
雲林縣斗南鎮新南里,472,129,205,138
雲林縣斗南鎮西伯里,552,129,217,206
雲林縣土庫鎮北平里,545,129,284,132
雲林縣四湖鄉施湖村,605,129,257,219
嘉義縣新港鄉安和村,630,129,359,142
嘉義縣中埔鄉瑞豐村,478,129,198,151
屏東縣恆春鎮龍水里,596,129,262,205
屏東縣高樹鄉南華村,793,129,474,190
屏東縣新園鄉港墘村,566,129,306,131
屏東縣南州鄉米崙村,705,129,369,207
臺東縣鹿野鄉鹿野村,612,129,143,340
花蓮縣壽豐鄉光榮村,512,129,95,288
基隆市仁愛區文安里,537,129,229,179
新竹市香山區南港里,516,129,258,129
桃園市復興區義盛里,468,128,58,282
臺中市大甲區孔門里,461,128,161,172
高雄市鼓山區龍井里,809,128,427,254
高雄市前金區東金里,635,128,340,167
新竹縣竹東鎮東華里,478,128,123,227
新竹縣竹東鎮陸豐里,408,128,88,192
新竹縣芎林鄉中坑村,414,128,68,218
新竹縣峨眉鄉湖光村,608,128,201,279
苗栗縣後龍鎮海埔里,543,128,239,176
南投縣竹山鎮德興里,631,128,254,249
南投縣水里鄉城中村,568,128,174,266
雲林縣大埤鄉北和村,489,128,219,142
嘉義縣溪口鄉坪頂村,586,128,331,127
屏東縣萬丹鄉後村村,708,128,375,205
屏東縣麟洛鄉麟頂村,662,128,340,194
屏東縣竹田鄉竹南村,637,128,369,140
屏東縣枋寮鄉新開村,498,128,209,161
屏東縣三地門鄉大社村,484,128,76,280
臺東縣卑南鄉美農村,646,128,280,238
澎湖縣馬公市嵵裡里,598,128,193,277
基隆市仁愛區玉田里,613,128,256,229
新竹市北區潛園里,517,128,253,136
新北市淡水區忠山里,547,127,211,209
高雄市左營區尾西里,690,127,393,170
高雄市前金區民生里,649,127,305,217
高雄市路竹區三爺里,591,127,336,128
高雄市茄萣區和協里,708,127,416,165
新竹縣新埔鎮北平里,439,127,163,149
彰化縣田中鎮東源里,516,127,185,204
雲林縣口湖鄉湖口村,548,127,295,126
雲林縣口湖鄉梧北村,731,127,478,126
嘉義縣大林鎮吉林里,636,127,272,237
屏東縣萬丹鄉萬惠村,595,127,289,179
臺東縣關山鎮中福里,508,127,159,222
基隆市暖暖區八南里,499,127,210,162
臺中市大肚區永和里,579,126,237,216
臺南市麻豆區安正里,639,126,412,101
高雄市鼓山區惠安里,717,126,418,173
苗栗縣南庄鄉東河村,497,126,68,303
彰化縣彰化市信義里,539,126,227,186
彰化縣大城鄉西城村,452,126,179,147
南投縣魚池鄉大林村,660,126,306,228
雲林縣口湖鄉埔北村,476,126,254,96
嘉義縣新港鄉南港村,672,126,374,172
嘉義縣新港鄉共和村,571,126,309,136
嘉義縣梅山鄉太和村,574,126,220,228
屏東縣高樹鄉長榮村,806,126,503,177
屏東縣南州鄉七塊村,671,126,356,189
花蓮縣玉里鎮松浦里,605,126,131,348
基隆市安樂區定邦里,685,126,282,277
基隆市信義區智慧里,508,126,164,218
新北市新店區廣明里,554,125,245,184
臺中市清水區文昌里,459,125,195,139
高雄市新興區振成里,673,125,324,224
高雄市前金區文西里,670,125,343,202
高雄市前鎮區明道里,705,125,445,135
高雄市鳳山區縣衙里,556,125,244,187
宜蘭縣蘇澳鎮存仁里,580,125,310,145
宜蘭縣壯圍鄉永鎮村,538,125,288,125
苗栗縣頭份市信義里,515,125,154,236
苗栗縣三灣鄉銅鏡村,556,125,121,310
雲林縣元長鄉龍岩村,559,125,324,110
嘉義縣朴子市德興里,730,125,397,208
嘉義縣朴子市松華里,750,125,462,163
嘉義縣布袋鎮永安里,653,125,314,214
嘉義縣溪口鄉本厝村,618,125,329,164
嘉義縣東石鄉型厝村,759,125,376,258
屏東縣屏東市金泉里,789,125,452,212
屏東縣南州鄉同安村,666,125,417,124
基隆市中正區信義里,567,125,224,218
基隆市中山區仁正里,486,125,160,201
基隆市安樂區慈仁里,580,125,292,163
桃園市龍潭區三水里,505,124,251,130
臺中市東勢區埤頭里,480,124,218,138
臺南市南化區玉山里,656,124,300,232
臺南市南化區關山里,501,124,184,193
高雄市旗山區上洲里,645,124,393,128
彰化縣二水鄉修仁村,543,124,213,206
彰化縣田尾鄉福田村,495,124,197,174
南投縣埔里鎮廣成里,711,124,263,324
南投縣名間鄉竹圍村,645,124,339,182
雲林縣褒忠鄉潮厝村,498,124,258,116
雲林縣水林鄉大溝村,573,124,321,128
嘉義縣番路鄉番路村,556,124,265,167
基隆市安樂區安和里,593,124,286,183
臺北市文山區老泉里,532,123,255,154
臺南市新營區姑爺里,546,123,327,96
臺南市學甲區三慶里,823,123,500,200
高雄市鼓山區鼓岩里,730,123,432,175
高雄市新興區大明里,716,123,386,207
南投縣南投市永興里,553,123,249,181
南投縣中寮鄉清水村,529,123,195,211
雲林縣元長鄉合和村,617,123,337,157
嘉義縣中埔鄉灣潭村,617,123,304,190
嘉義縣竹崎鄉緞繻村,526,123,214,189
屏東縣新埤鄉餉潭村,747,123,458,166
臺北市北投區湖田里,538,122,225,191
臺南市北門區文山里,721,122,448,151
高雄市新興區振華里,707,122,337,248
苗栗縣後龍鎮中龍里,542,122,229,191
彰化縣芳苑鄉芳苑村,534,122,273,139
彰化縣芳苑鄉崙腳村,456,122,154,180
彰化縣溪州鄉坑厝村,459,122,199,138
雲林縣西螺鎮福興里,424,122,183,119
嘉義縣竹崎鄉桃源村,635,122,304,209
屏東縣內埔鄉水門村,534,122,219,193
屏東縣三地門鄉賽嘉村,501,122,73,306
新竹市北區西門里,390,122,153,115
臺南市東山區科里里,709,121,390,198
高雄市鹽埕區江西里,706,121,403,182
高雄市鼓山區興宗里,832,121,457,254
高雄市前金區博孝里,693,121,345,227
高雄市湖內區海山里,726,121,406,199
苗栗縣通霄鎮內島里,456,121,197,138
彰化縣大城鄉潭墘村,618,121,317,180
南投縣中寮鄉廣興村,510,121,243,146
嘉義縣大林鎮溝背里,608,121,323,164
屏東縣萬丹鄉興安村,569,121,317,131
屏東縣長治鄉德成村,605,121,298,186
屏東縣長治鄉德和村,502,121,285,96
屏東縣林邊鄉鎮安村,734,121,425,188
屏東縣春日鄉歸崇村,438,121,45,272
屏東縣獅子鄉丹路村,483,121,54,308
臺東縣關山鎮新福里,514,121,146,247
花蓮縣光復鄉大同村,600,121,154,325
基隆市信義區義民里,518,121,203,194
新北市板橋區復興里,613,120,224,269
桃園市大溪區復興里,578,120,314,144
臺中市東勢區下城里,576,120,236,220
高雄市燕巢區尖山里,761,120,441,200
高雄市田寮區新興里,792,120,501,171
高雄市路竹區社中里,545,120,266,159
高雄市旗山區東昌里,662,120,303,239
高雄市美濃區興隆里,710,120,333,257
宜蘭縣蘇澳鎮南成里,602,120,321,161
新竹縣關西鎮北山里,507,120,164,223
苗栗縣通霄鎮白西里,480,120,200,160
彰化縣二水鄉二水村,554,120,220,214
彰化縣竹塘鄉樹腳村,443,120,219,104
南投縣信義鄉望美村,534,120,140,274
雲林縣元長鄉客厝村,484,120,217,147
嘉義縣六腳鄉六斗村,563,120,305,138
屏東縣佳冬鄉燄溫村,657,120,317,220
屏東縣來義鄉丹林村,552,120,82,350
屏東縣獅子鄉楓林村,459,120,53,286
臺東縣成功鎮三仙里,601,120,134,347
臺東縣卑南鄉明峰村,662,120,228,314
臺東縣達仁鄉土坂村,505,120,43,342
花蓮縣卓溪鄉古風村,555,120,59,376
新竹市北區舊港里,381,120,152,109
桃園市桃園區文昌里,555,119,287,149
苗栗縣後龍鎮復興里,458,119,158,181
雲林縣斗六市信義里,449,119,192,138
雲林縣西螺鎮九隆里,471,119,254,98
雲林縣北港鎮東陽里,481,119,245,117
澎湖縣馬公市五德里,262,119,72,71
臺北市中山區大佳里,534,118,285,131
臺南市學甲區大灣里,602,118,339,145
高雄市前金區復元里,714,118,350,246
高雄市岡山區維仁里,671,118,373,180
高雄市美濃區東門里,721,118,319,284
宜蘭縣蘇澳鎮南寧里,586,118,283,185
宜蘭縣冬山鄉安平村,453,118,270,65
宜蘭縣大同鄉四季村,489,118,47,324
新竹縣新埔鎮新生里,394,118,134,142
新竹縣新埔鎮鹿鳴里,471,118,204,149
新竹縣五峰鄉花園村,442,118,97,227
彰化縣埔鹽鄉角樹村,475,118,166,191
彰化縣永靖鄉同安村,464,118,184,162
彰化縣竹塘鄉民靖村,466,118,185,163
雲林縣水林鄉溪墘村,507,118,262,127
嘉義縣六腳鄉豐美村,654,118,367,169
屏東縣萬巒鄉泗溝村,709,118,382,209
花蓮縣花蓮市主計里,503,118,143,242
基隆市中正區德義里,468,118,189,161
臺南市鹽水區竹林里,695,117,455,123
臺南市安定區中沙里,535,117,287,131
高雄市新興區建興里,587,117,300,170
高雄市前鎮區鎮陽里,620,117,333,170
高雄市鳳山區南興里,609,117,321,171
高雄市阿蓮區玉庫里,699,117,469,113
宜蘭縣三星鄉萬富村,515,117,259,139
新竹縣關西鎮南新里,576,117,169,290
彰化縣二水鄉大園村,510,117,233,160
南投縣國姓鄉大石村,435,117,146,172
南投縣國姓鄉長豐村,443,117,133,193
雲林縣北港鎮扶朝里,668,117,466,85
雲林縣二崙鄉大華村,569,117,360,92
雲林縣元長鄉崙仔村,479,117,239,123
雲林縣水林鄉海埔村,571,117,365,89
嘉義縣大林鎮上林里,537,117,257,163
屏東縣里港鄉瀰力村,397,117,197,83
屏東縣高樹鄉建興村,739,117,457,165
臺東縣蘭嶼鄉紅頭村,480,117,113,250
基隆市仁愛區兆連里,481,117,173,191
基隆市中山區民治里,522,117,183,222
桃園市復興區霞雲里,431,116,49,266
臺南市東山區大客里,583,116,309,158
高雄市大社區嘉誠里,572,116,294,162
新竹縣寶山鄉山湖村,393,116,102,175
苗栗縣苑裡鎮南勢里,444,116,215,113
苗栗縣卓蘭鎮西坪里,518,116,191,211
苗栗縣南庄鄉獅山村,455,116,128,211
彰化縣芬園鄉圳墘村,421,116,200,105
雲林縣北港鎮光民里,482,116,261,105
雲林縣二崙鄉大同村,504,116,267,121
嘉義縣中埔鄉裕民村,558,116,313,129
屏東縣潮州鎮彭城里,605,116,369,120
臺東縣鹿野鄉龍田村,620,116,259,245
花蓮縣玉里鎮永昌里,577,116,142,319
花蓮縣壽豐鄉豐坪村,518,116,133,269
花蓮縣卓溪鄉卓清村,525,116,48,361
基隆市中山區安平里,514,116,223,175
新北市三芝區福德里,500,115,187,198
桃園市新屋區深圳里,467,115,193,159
臺中市清水區北寧里,499,115,216,168
臺南市大內區內江里,600,115,314,171
臺南市七股區後港里,665,115,417,133
臺南市南區喜南里,809,115,567,127
高雄市岡山區三和里,604,115,377,112
高雄市阿蓮區崗山里,520,115,272,133
高雄市內門區內門里,619,115,283,221
新竹縣關西鎮大同里,543,115,223,205
苗栗縣後龍鎮中和里,571,115,215,241
苗栗縣三灣鄉內灣村,454,115,103,236
彰化縣彰化市萬壽里,578,115,306,157
彰化縣芬園鄉中崙村,531,115,262,154
南投縣魚池鄉頭社村,523,115,217,191
雲林縣元長鄉五塊村,544,115,229,200
桃園市復興區三光里,400,114,48,238
臺南市白河區竹門里,545,114,280,151
臺南市柳營區人和里,486,114,234,138
臺南市後壁區新嘉里,622,114,394,114
臺南市下營區西連里,587,114,384,89
高雄市三民區立業里,598,114,349,135
高雄市前金區國民里,616,114,297,205
高雄市前金區榮復里,731,114,380,237
高雄市茄萣區嘉定里,698,114,427,157
宜蘭縣頭城鎮大里里,392,114,137,141
新竹縣關西鎮新力里,408,114,103,191
彰化縣員林市新興里,495,114,216,165
彰化縣大城鄉豐美村,460,114,197,149
南投縣仁愛鄉精英村,419,114,51,254
雲林縣大埤鄉怡然村,485,114,228,143
雲林縣林內鄉湖本村,417,114,193,110
雲林縣四湖鄉鹿場村,487,114,250,123
嘉義縣太保市埤鄉里,460,114,224,122
嘉義縣鹿草鄉碧潭村,594,114,285,195
屏東縣車城鄉保力村,709,114,366,229
臺東縣海端鄉海端村,505,114,54,337
花蓮縣富里鄉石牌村,502,114,131,257
花蓮縣卓溪鄉立山村,538,114,60,364
基隆市仁愛區育仁里,451,114,211,126
基隆市中山區西華里,539,114,226,199
臺中市東勢區泰興里,493,113,189,191
高雄市鼓山區哨船頭里,651,113,331,207
高雄市大樹區三和里,648,113,331,204
高雄市岡山區為隨里,512,113,300,99
宜蘭縣頭城鎮城南里,439,113,164,162
彰化縣花壇鄉中口村,489,113,214,162
彰化縣二林鎮東華里,641,113,323,205
彰化縣溪州鄉潮洋村,538,113,267,158
嘉義縣新港鄉南崙村,603,113,433,57
屏東縣長治鄉榮華村,502,113,134,255
屏東縣枋山鄉枋山村,643,113,271,259
屏東縣春日鄉古華村,471,113,61,297
新北市汐止區長青里,650,112,238,300
高雄市大樹區和山里,660,112,432,116
高雄市大樹區姑山里,683,112,441,130
苗栗縣通霄鎮城北里,428,112,176,140
彰化縣芬園鄉楓坑村,390,112,158,120
彰化縣大城鄉西港村,488,112,159,217
雲林縣北港鎮南安里,568,112,296,160
嘉義縣朴子市溪口里,522,112,238,172
嘉義縣朴子市梅華里,672,112,398,162
嘉義縣義竹鄉仁里村,579,112,261,206
屏東縣新埤鄉建功村,728,112,381,235
屏東縣滿州鄉港口村,662,112,376,174
花蓮縣光復鄉大安村,512,112,151,249
金門縣金沙鎮大洋里,426,112,34,280
臺南市七股區七股里,583,111,379,93
臺南市將軍區長沙里,753,111,506,136
高雄市美濃區龍肚里,886,111,389,386
高雄市內門區永富里,593,111,278,204
宜蘭縣三星鄉尚武村,556,111,287,158
苗栗縣苑裡鎮水坡里,412,111,195,106
苗栗縣通霄鎮南和里,518,111,226,181
彰化縣彰化市光華里,521,111,222,188
彰化縣大城鄉公館村,563,111,205,247
雲林縣東勢鄉新坤村,596,111,290,195
嘉義縣阿里山鄉達邦村,492,111,68,313
屏東縣恆春鎮仁壽里,501,111,225,165
屏東縣枋寮鄉保生村,589,111,324,154
屏東縣新園鄉內庄村,561,111,295,155
屏東縣滿州鄉永靖村,643,111,296,236
花蓮縣鳳林鎮長橋里,562,111,152,299
新北市雙溪區平林里,543,110,196,237
臺南市七股區玉成里,517,110,280,127
高雄市新興區建華里,572,110,310,152
高雄市前鎮區鎮中里,539,110,301,128
高雄市仁武區仁福里,554,110,305,139
高雄市岡山區潭底里,560,110,338,112
宜蘭縣大同鄉南山村,401,110,79,212
南投縣名間鄉新厝村,498,110,213,175
雲林縣元長鄉山內村,549,110,270,169
雲林縣水林鄉松北村,579,110,307,162
嘉義縣大林鎮義和里,434,110,182,142
嘉義縣鹿草鄉重寮村,644,110,386,148
嘉義縣梅山鄉梅南村,559,110,248,201
屏東縣麟洛鄉田心村,637,110,348,179
屏東縣高樹鄉舊庄村,663,110,395,158
屏東縣枋寮鄉新龍村,531,110,195,226
屏東縣獅子鄉內獅村,457,110,53,294
花蓮縣花蓮市民樂里,421,110,112,199
新竹市東區東門里,395,110,182,103
新北市石碇區永安里,533,109,269,155
臺中市豐原區富春里,528,109,244,175
臺中市和平區平等里,516,109,87,320
臺南市麻豆區北勢里,726,109,517,100
高雄市鼓山區新民里,666,109,392,165
高雄市新興區秋山里,637,109,355,173
高雄市林園區東汕里,530,109,314,107
高雄市茄萣區光定里,574,109,314,151
高雄市彌陀區彌壽里,568,109,251,208
高雄市杉林區月美里,746,109,393,244
高雄市桃源區建山里,380,109,47,224
宜蘭縣大同鄉松羅村,489,109,111,269
新竹縣芎林鄉五龍村,358,109,78,171
彰化縣彰化市中央里,528,109,245,174
南投縣南投市光榮里,644,109,101,434
南投縣竹山鎮福興里,396,109,128,159
南投縣水里鄉新興村,377,109,111,157
雲林縣水林鄉大山村,614,109,381,124
嘉義縣東石鄉溪下村,563,109,266,188
嘉義縣鹿草鄉竹山村,604,109,342,153
臺南市大內區石湖里,616,108,355,153
高雄市三民區德行里,763,108,454,201
宜蘭縣蘇澳鎮南正里,548,108,288,152
宜蘭縣冬山鄉冬山村,495,108,248,139
苗栗縣後龍鎮福寧里,447,108,170,169
彰化縣二水鄉惠民村,546,108,263,175
彰化縣北斗鎮五權里,446,108,184,154
彰化縣二林鎮復豐里,437,108,190,139
彰化縣大城鄉臺西村,452,108,192,152
南投縣水里鄉水里村,447,108,145,194
雲林縣東勢鄉四美村,558,108,259,191
嘉義縣東石鄉永屯村,487,108,204,175
嘉義縣竹崎鄉坑頭村,463,108,214,141
臺東縣池上鄉新興村,451,108,141,202
新北市瑞芳區龍潭里,465,107,173,185
新北市瑞芳區鼻頭里,461,107,187,167
桃園市復興區長興里,382,107,83,192
臺南市東山區三榮里,525,107,285,133
臺南市龍崎區崎頂里,638,107,350,181
高雄市三民區德東里,546,107,305,134
高雄市湖內區劉家里,644,107,401,136
高雄市甲仙區西安里,565,107,163,295
宜蘭縣頭城鎮港口里,459,107,211,141
苗栗縣公館鄉北河村,207,107,50,50
苗栗縣南庄鄉蓬萊村,467,107,85,275
苗栗縣頭屋鄉北坑村,425,107,80,238
苗栗縣三灣鄉北埔村,343,107,79,157
彰化縣田中鎮龍潭里,397,107,166,124
彰化縣二水鄉過圳村,410,107,171,132
彰化縣二水鄉十五村,451,107,196,148
南投縣埔里鎮向善里,447,107,167,173
南投縣國姓鄉乾溝村,480,107,180,193
雲林縣斗六市光興里,478,107,212,159
雲林縣斗六市溝埧里,462,107,163,192
雲林縣大埤鄉興安村,430,107,216,107
嘉義縣竹崎鄉沙坑村,563,107,337,119
嘉義縣竹崎鄉義隆村,428,107,185,136
屏東縣高樹鄉廣福村,675,107,386,182
屏東縣佳冬鄉昌隆村,644,107,366,171
屏東縣三地門鄉青山村,480,107,72,301
屏東縣三地門鄉青葉村,465,107,79,279
花蓮縣花蓮市主勤里,500,107,164,229
花蓮縣瑞穗鄉鶴岡村,480,107,64,309
基隆市仁愛區曲水里,519,107,239,173
基隆市仁愛區明德里,473,107,180,186
基隆市中山區西榮里,437,107,183,147
新北市石碇區潭邊里,512,106,227,179
臺南市鹽水區三和里,546,106,318,122
高雄市鹽埕區新樂里,583,106,284,193
高雄市鹽埕區南端里,605,106,324,175
高雄市彌陀區海尾里,556,106,259,191
宜蘭縣頭城鎮城東里,516,106,192,218
彰化縣溪湖鎮平和里,455,106,178,171
南投縣仁愛鄉萬豐村,394,106,54,234
雲林縣崙背鄉枋南村,468,106,221,141
雲林縣水林鄉蕃薯村,563,106,326,131
嘉義縣大林鎮三角里,532,106,217,209
嘉義縣溪口鄉游東村,605,106,366,133
屏東縣鹽埔鄉久愛村,597,106,268,223
屏東縣新埤鄉打鐵村,592,106,281,205
澎湖縣馬公市啟明里,522,106,245,171
新竹市東區成功里,403,106,181,116
新北市鶯歌區建德里,384,105,163,116
臺南市官田區社子里,555,105,353,97
臺南市將軍區平沙里,668,105,448,115
高雄市鹽埕區港都里,727,105,402,220
高雄市橋頭區三德里,579,105,392,82
宜蘭縣冬山鄉大進村,535,105,316,114
苗栗縣通霄鎮城南里,571,105,265,201
苗栗縣南庄鄉西村,402,105,93,204
彰化縣溪州鄉張厝村,425,105,210,110
南投縣仁愛鄉發祥村,416,105,45,266
臺東縣鹿野鄉瑞豐村,540,105,285,150
花蓮縣壽豐鄉月眉村,483,105,61,317
金門縣金湖鎮溪湖里,479,105,33,341
臺南市大內區環湖里,468,104,226,138
高雄市茄萣區福德里,661,104,434,123
宜蘭縣礁溪鄉大義村,413,104,188,121
彰化縣二水鄉五伯村,433,104,168,161
彰化縣溪州鄉三條村,556,104,343,109
南投縣埔里鎮一新里,720,104,189,427
雲林縣東勢鄉安南村,445,104,221,120
雲林縣褒忠鄉有才村,507,104,252,151
雲林縣口湖鄉埔南村,445,104,236,105
屏東縣三地門鄉德文村,408,104,101,203
臺南市鹽水區汫水里,546,103,379,64
臺南市鹽水區文昌里,612,103,360,149
臺南市善化區六分里,475,103,287,85
高雄市三民區達勇里,599,103,326,170
高雄市內門區光興里,426,103,209,114
宜蘭縣三星鄉天福村,457,103,230,124
新竹縣新埔鎮新北里,402,103,145,154
苗栗縣後龍鎮秀水里,446,103,188,155
苗栗縣卓蘭鎮中街里,495,103,209,183
彰化縣彰化市光復里,445,103,229,113
雲林縣土庫鎮忠正里,527,103,243,181
雲林縣元長鄉鹿南村,496,103,241,152
臺東縣金峰鄉正興村,440,103,42,295
花蓮縣富里鄉東里村,480,103,133,244
澎湖縣馬公市重慶里,589,103,282,204
基隆市中正區入船里,477,103,185,189
基隆市仁愛區福仁里,513,103,229,181
基隆市中山區新建里,523,103,225,195
新北市石碇區中民里,482,102,223,157
新北市坪林區上德里,537,102,230,205
新北市金山區清泉里,504,102,224,178
臺中市豐原區葫蘆里,423,102,194,127
臺南市東山區東河里,509,102,316,91
臺南市楠西區灣丘里,663,102,295,266
高雄市左營區聖西里,443,102,163,178
高雄市鳥松區大竹里,529,102,293,134
高雄市茂林區多納里,348,102,45,201
彰化縣竹塘鄉長安村,480,102,253,125
南投縣南投市南投里,403,102,160,141
南投縣信義鄉豐丘村,393,102,129,162
雲林縣口湖鄉水井村,606,102,281,223
嘉義縣溪口鄉溪北村,409,102,196,111
嘉義縣義竹鄉傳芳村,482,102,247,133
屏東縣屏東市海豐里,581,102,357,122
屏東縣恆春鎮城南里,517,102,208,207
臺東縣東河鄉北源村,639,102,151,386
花蓮縣花蓮市主商里,373,102,142,129
花蓮縣光復鄉東富村,558,102,64,392
花蓮縣卓溪鄉卓溪村,413,102,43,268
高雄市鹽埕區新豐里,552,101,283,168
高雄市新興區華聲里,617,101,333,183
彰化縣鹿港鎮中興里,363,101,185,77
彰化縣竹塘鄉竹林村,477,101,209,167
南投縣竹山鎮桶頭里,503,101,223,179
南投縣信義鄉自強村,453,101,179,173
雲林縣元長鄉新吉村,437,101,198,138
嘉義縣朴子市新庄里,444,101,200,143
嘉義縣布袋鎮新岑里,594,101,336,157
嘉義縣東石鄉蔦松村,518,101,249,168
嘉義縣東石鄉塭仔村,541,101,299,141
嘉義縣義竹鄉西過村,488,101,273,114
屏東縣萬巒鄉鹿寮村,598,101,350,147
屏東縣內埔鄉東片村,649,101,404,144
屏東縣獅子鄉草埔村,423,101,40,282
臺東縣東河鄉泰源村,518,101,102,315
花蓮縣花蓮市主睦里,360,101,115,144
花蓮縣光復鄉北富村,455,101,64,290
花蓮縣卓溪鄉太平村,430,101,36,293
澎湖縣湖西鄉紅羅村,420,101,204,115
新北市新店區塗潭里,590,100,352,138
高雄市前金區林投里,620,100,337,183
高雄市旗津區安順里,527,100,344,83
苗栗縣後龍鎮龍津里,362,100,129,133
苗栗縣南庄鄉田美村,472,100,129,243
苗栗縣西湖鄉四湖村,398,100,82,216
苗栗縣獅潭鄉竹木村,489,100,126,263
南投縣魚池鄉五城村,451,100,174,177
雲林縣四湖鄉羊調村,492,100,218,174
嘉義縣朴子市佳禾里,471,100,226,145
嘉義縣溪口鄉柴林村,468,100,282,86
屏東縣竹田鄉六巷村,578,100,318,160
花蓮縣壽豐鄉共和村,489,100,139,250
澎湖縣馬公市中興里,427,100,122,205
基隆市安樂區樂一里,449,100,212,137
新北市貢寮區福連里,529,99,268,162
臺南市學甲區平和里,616,99,427,90
臺南市楠西區鹿田里,611,99,251,261
高雄市苓雅區鼓中里,621,99,336,186
高雄市桃源區桃源里,386,99,57,230
新竹縣寶山鄉油田村,422,99,117,206
苗栗縣苑裡鎮石鎮里,360,99,148,113
南投縣竹山鎮秀林里,428,99,187,142
南投縣名間鄉大坑村,456,99,247,110
嘉義縣朴子市崁前里,544,99,300,145
嘉義縣布袋鎮西安里,677,99,347,231
屏東縣枋寮鄉太源村,561,99,274,188
屏東縣來義鄉義林村,426,99,91,236
臺東縣海端鄉廣原村,377,99,39,239
花蓮縣光復鄉大馬村,523,99,94,330
花蓮縣瑞穗鄉舞鶴村,510,99,112,299
新竹市東區下竹里,316,99,110,107
高雄市梓官區赤西里,527,98,276,153
新竹縣芎林鄉永興村,279,98,44,137
新竹縣北埔鄉大湖村,356,98,76,182
新竹縣峨眉鄉石井村,404,98,123,183
新竹縣尖石鄉義興村,398,98,73,227
彰化縣員林市中山里,398,98,151,149
南投縣中寮鄉龍岩村,428,98,161,169
南投縣仁愛鄉德鹿谷村,327,98,43,186
雲林縣古坑鄉湳仔村,464,98,202,164
雲林縣大埤鄉吉田村,463,98,244,121
雲林縣臺西鄉光華村,417,98,168,151
嘉義縣布袋鎮振寮里,421,98,150,173
嘉義縣溪口鄉妙崙村,442,98,222,122
嘉義縣東石鄉網寮村,686,98,345,243
嘉義縣水上鄉三鎮村,409,98,144,167
屏東縣竹田鄉二崙村,675,98,384,193
屏東縣南州鄉溪南村,609,98,327,184
花蓮縣鳳林鎮林榮里,522,98,125,299
澎湖縣馬公市安宅里,387,98,155,134
澎湖縣西嶼鄉內垵村,548,98,310,140
高雄市茄萣區萬福里,554,97,318,139
苗栗縣通霄鎮圳頭里,471,97,201,173
彰化縣田尾鄉溪頂村,413,97,186,130
南投縣鹿谷鄉瑞田村,440,97,211,132
雲林縣斗南鎮埤麻里,515,97,217,201
雲林縣二崙鄉庄西村,509,97,283,129
雲林縣四湖鄉萡東村,494,97,335,62
雲林縣水林鄉灣西村,497,97,270,130
嘉義縣溪口鄉林腳村,475,97,277,101
屏東縣林邊鄉田厝村,602,97,345,160
屏東縣瑪家鄉排灣村,333,97,60,176
花蓮縣玉里鎮德武里,410,97,40,273
新北市坪林區粗窟里,577,96,273,208
新北市三芝區新庄里,521,96,190,235
新北市三芝區店子里,377,96,174,107
桃園市大溪區新峰里,525,96,281,148
臺南市白河區關嶺里,597,96,319,182
臺南市東山區南勢里,590,96,300,194
臺南市東山區青山里,571,96,295,180
臺南市北門區錦湖里,523,96,293,134
高雄市左營區頂西里,631,96,417,118
高雄市新興區黎明里,549,96,295,158
彰化縣埤頭鄉元埔村,391,96,175,120
彰化縣竹塘鄉小西村,433,96,166,171
南投縣中寮鄉龍安村,436,96,212,128
雲林縣大埤鄉北鎮村,470,96,253,121
雲林縣臺西鄉山寮村,441,96,175,170
雲林縣水林鄉春埔村,557,96,337,124
嘉義縣六腳鄉蒜東村,491,96,242,153
